8.1169 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=u'grey', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x20713F10>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.2963 	EXP 	Created l_block_trial_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blanka.png', interpolate=True, mask=None, maskParams=None, name='l_block_trial_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5       ,  1.07407407]), texRes=128, units=u'norm', win=Window(...))
9.2979 	EXP 	Created v_block_trial_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='v_block_trial_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
9.3019 	EXP 	Created blank_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'blank.PNG', interpolate=True, mask=None, maskParams=None, name='blank_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
9.3146 	EXP 	Created end_fam_block_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='end_fam_block_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
9.3225 	EXP 	Set  sound=pretest.wav
9.3225 	EXP 	Sound  set volume 1.000
9.3463 	EXP 	Created pretest_instr1_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=u'Ladder4.bmp', interpolate=True, mask=None, maskParams=None, name='pretest_instr1_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.66666667,  0.94814815]), texRes=128, units=u'norm', win=Window(...))
9.3517 	EXP 	Set  sound=pretest_instr1.wav
9.3517 	EXP 	Sound  set volume 1.000
9.3764 	EXP 	Created pretest_instr2_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=u'Ladder5.bmp', interpolate=True, mask=None, maskParams=None, name='pretest_instr2_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.66666667,  0.94814815]), texRes=128, units=u'norm', win=Window(...))
9.3831 	EXP 	Set  sound=pretest_instr2.wav
9.3831 	EXP 	Sound  set volume 1.000
9.4061 	EXP 	Created pretest_instr3_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=u'Ladder7.bmp', interpolate=True, mask=None, maskParams=None, name='pretest_instr3_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.66666667,  0.94814815]), texRes=128, units=u'norm', win=Window(...))
9.4106 	EXP 	Set  sound=pretest_instr3.wav
9.4106 	EXP 	Sound  set volume 1.000
9.4341 	EXP 	Created pretest_instr4_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=u'Ladder8.bmp', interpolate=True, mask=None, maskParams=None, name='pretest_instr4_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.66666667,  0.94814815]), texRes=128, units=u'norm', win=Window(...))
9.4405 	EXP 	Set  sound=pretest_instr4.wav
9.4406 	EXP 	Sound  set volume 1.000
9.4639 	EXP 	Created pretest_instr5_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=u'Ladder9.bmp', interpolate=True, mask=None, maskParams=None, name='pretest_instr5_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.66666667,  0.94814815]), texRes=128, units=u'norm', win=Window(...))
9.4721 	EXP 	Set  sound=pretest_instr5.wav
9.4721 	EXP 	Sound  set volume 1.000
9.5140 	EXP 	Created pretest_instr6_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='pretest_instr6_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
9.5321 	EXP 	Set  sound=pretest_instr6.wav
9.5321 	EXP 	Sound  set volume 1.000
9.5341 	EXP 	Created test1_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test1_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
9.5381 	EXP 	Created test1_blank_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test1_blank_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
9.5397 	EXP 	Created test2_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test2_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
9.5437 	EXP 	Created test2_blank_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test2_blank_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
9.5459 	EXP 	Created test3_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test3_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
9.5497 	EXP 	Created test3_blank_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test3_blank_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
9.5536 	EXP 	Created test_pause_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test_pause_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
9.5550 	EXP 	Created test4_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test4_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
9.5589 	EXP 	Created test4_blank_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test4_blank_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
9.5603 	EXP 	Created test5_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test5_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
9.5642 	EXP 	Created test5_blank_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test5_blank_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
9.5657 	EXP 	Created test6_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test6_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
9.5701 	EXP 	Created test6_blank_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test6_blank_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
9.5806 	EXP 	Created question_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='question_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
9.5925 	EXP 	Created end_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='end_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
9.5978 	EXP 	Set  sound=instr_22.wav
9.5979 	EXP 	Sound  set volume 1.000
9.6000 	EXP 	Created blank_block_trial_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='blank_block_trial_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
9.6006 	EXP 	window1: blendMode = 'avg'
9.6321 	EXP 	start_text: autoDraw = True
9.6324 	EXP 	window1: blendMode = 'avg'
9.6352 	EXP 	window1: blendMode = 'avg'
9.6373 	EXP 	window1: blendMode = 'avg'
9.6421 	EXP 	window1: blendMode = 'avg'
9.6505 	EXP 	window1: blendMode = 'avg'
9.6587 	EXP 	window1: blendMode = 'avg'
9.6671 	EXP 	window1: blendMode = 'avg'
9.6754 	EXP 	window1: blendMode = 'avg'
9.6838 	EXP 	window1: blendMode = 'avg'
9.6921 	EXP 	window1: blendMode = 'avg'
9.7004 	EXP 	window1: blendMode = 'avg'
9.7088 	EXP 	window1: blendMode = 'avg'
9.7171 	EXP 	window1: blendMode = 'avg'
9.7256 	EXP 	window1: blendMode = 'avg'
9.7339 	EXP 	window1: blendMode = 'avg'
9.7421 	EXP 	window1: blendMode = 'avg'
9.7505 	EXP 	window1: blendMode = 'avg'
9.7588 	EXP 	window1: blendMode = 'avg'
9.7671 	EXP 	window1: blendMode = 'avg'
9.7755 	EXP 	window1: blendMode = 'avg'
9.7837 	EXP 	window1: blendMode = 'avg'
9.7922 	EXP 	window1: blendMode = 'avg'
9.8004 	EXP 	window1: blendMode = 'avg'
9.8088 	EXP 	window1: blendMode = 'avg'
9.8172 	EXP 	window1: blendMode = 'avg'
9.8254 	EXP 	window1: blendMode = 'avg'
9.8338 	EXP 	window1: blendMode = 'avg'
9.8421 	EXP 	window1: blendMode = 'avg'
9.8504 	EXP 	window1: blendMode = 'avg'
9.8588 	EXP 	window1: blendMode = 'avg'
9.8671 	EXP 	window1: blendMode = 'avg'
9.8755 	EXP 	window1: blendMode = 'avg'
9.8837 	EXP 	window1: blendMode = 'avg'
9.8920 	EXP 	window1: blendMode = 'avg'
9.9003 	EXP 	window1: blendMode = 'avg'
9.9086 	EXP 	window1: blendMode = 'avg'
9.9170 	EXP 	window1: blendMode = 'avg'
9.9253 	EXP 	window1: blendMode = 'avg'
9.9336 	EXP 	window1: blendMode = 'avg'
9.9420 	EXP 	window1: blendMode = 'avg'
9.9503 	EXP 	window1: blendMode = 'avg'
9.9587 	EXP 	window1: blendMode = 'avg'
9.9670 	EXP 	window1: blendMode = 'avg'
9.9753 	EXP 	window1: blendMode = 'avg'
9.9837 	EXP 	window1: blendMode = 'avg'
9.9920 	EXP 	window1: blendMode = 'avg'
10.0003 	EXP 	window1: blendMode = 'avg'
10.0087 	EXP 	window1: blendMode = 'avg'
10.0170 	EXP 	window1: blendMode = 'avg'
10.0253 	EXP 	window1: blendMode = 'avg'
10.0337 	EXP 	window1: blendMode = 'avg'
10.0421 	EXP 	window1: blendMode = 'avg'
10.0503 	EXP 	window1: blendMode = 'avg'
10.0589 	EXP 	window1: blendMode = 'avg'
10.0670 	EXP 	window1: blendMode = 'avg'
10.0753 	EXP 	window1: blendMode = 'avg'
10.0837 	EXP 	window1: blendMode = 'avg'
10.0920 	EXP 	window1: blendMode = 'avg'
10.1003 	EXP 	window1: blendMode = 'avg'
10.1088 	EXP 	window1: blendMode = 'avg'
10.1171 	EXP 	window1: blendMode = 'avg'
10.1253 	EXP 	window1: blendMode = 'avg'
10.1337 	EXP 	window1: blendMode = 'avg'
10.1420 	EXP 	window1: blendMode = 'avg'
10.1503 	EXP 	window1: blendMode = 'avg'
10.1587 	EXP 	window1: blendMode = 'avg'
10.1670 	EXP 	window1: blendMode = 'avg'
10.1753 	EXP 	window1: blendMode = 'avg'
10.1837 	EXP 	window1: blendMode = 'avg'
10.1921 	EXP 	window1: blendMode = 'avg'
10.2003 	EXP 	window1: blendMode = 'avg'
10.2087 	EXP 	window1: blendMode = 'avg'
10.2170 	EXP 	window1: blendMode = 'avg'
10.2254 	EXP 	window1: blendMode = 'avg'
10.2340 	EXP 	window1: blendMode = 'avg'
10.2421 	EXP 	window1: blendMode = 'avg'
10.2504 	EXP 	window1: blendMode = 'avg'
10.2587 	EXP 	window1: blendMode = 'avg'
10.2671 	EXP 	window1: blendMode = 'avg'
10.2754 	EXP 	window1: blendMode = 'avg'
10.2837 	EXP 	window1: blendMode = 'avg'
10.2920 	EXP 	window1: blendMode = 'avg'
10.3004 	EXP 	window1: blendMode = 'avg'
10.3087 	EXP 	window1: blendMode = 'avg'
10.3171 	EXP 	window1: blendMode = 'avg'
10.3254 	EXP 	window1: blendMode = 'avg'
10.3338 	EXP 	window1: blendMode = 'avg'
10.3421 	EXP 	window1: blendMode = 'avg'
10.3504 	EXP 	window1: blendMode = 'avg'
10.3587 	EXP 	window1: blendMode = 'avg'
10.3671 	EXP 	window1: blendMode = 'avg'
10.3754 	EXP 	window1: blendMode = 'avg'
10.3838 	EXP 	window1: blendMode = 'avg'
10.3921 	EXP 	window1: blendMode = 'avg'
10.4004 	EXP 	window1: blendMode = 'avg'
10.4087 	EXP 	window1: blendMode = 'avg'
10.4171 	EXP 	window1: blendMode = 'avg'
10.4255 	EXP 	window1: blendMode = 'avg'
10.4338 	EXP 	window1: blendMode = 'avg'
10.4421 	EXP 	window1: blendMode = 'avg'
10.4504 	EXP 	window1: blendMode = 'avg'
10.4587 	EXP 	window1: blendMode = 'avg'
10.4671 	EXP 	window1: blendMode = 'avg'
10.4754 	EXP 	window1: blendMode = 'avg'
10.4837 	EXP 	window1: blendMode = 'avg'
10.4923 	EXP 	window1: blendMode = 'avg'
10.5004 	EXP 	window1: blendMode = 'avg'
10.5088 	EXP 	window1: blendMode = 'avg'
10.5171 	EXP 	window1: blendMode = 'avg'
10.5254 	EXP 	window1: blendMode = 'avg'
10.5337 	EXP 	window1: blendMode = 'avg'
10.5421 	EXP 	window1: blendMode = 'avg'
10.5504 	EXP 	window1: blendMode = 'avg'
10.5587 	EXP 	window1: blendMode = 'avg'
10.5671 	EXP 	window1: blendMode = 'avg'
10.5754 	EXP 	window1: blendMode = 'avg'
10.5838 	EXP 	window1: blendMode = 'avg'
10.5922 	EXP 	window1: blendMode = 'avg'
10.6005 	EXP 	window1: blendMode = 'avg'
10.6088 	EXP 	window1: blendMode = 'avg'
10.6171 	EXP 	window1: blendMode = 'avg'
10.6254 	EXP 	window1: blendMode = 'avg'
10.6338 	EXP 	window1: blendMode = 'avg'
10.6421 	EXP 	window1: blendMode = 'avg'
10.6504 	EXP 	window1: blendMode = 'avg'
10.6588 	EXP 	window1: blendMode = 'avg'
10.6672 	EXP 	window1: blendMode = 'avg'
10.6755 	EXP 	window1: blendMode = 'avg'
10.6838 	EXP 	window1: blendMode = 'avg'
10.6922 	EXP 	window1: blendMode = 'avg'
10.7005 	EXP 	window1: blendMode = 'avg'
10.7088 	EXP 	window1: blendMode = 'avg'
10.7171 	EXP 	window1: blendMode = 'avg'
10.7254 	EXP 	window1: blendMode = 'avg'
10.7339 	EXP 	window1: blendMode = 'avg'
10.7423 	EXP 	window1: blendMode = 'avg'
10.7505 	EXP 	window1: blendMode = 'avg'
10.7588 	EXP 	window1: blendMode = 'avg'
10.7671 	EXP 	window1: blendMode = 'avg'
10.7755 	EXP 	window1: blendMode = 'avg'
10.7838 	EXP 	window1: blendMode = 'avg'
10.7921 	EXP 	window1: blendMode = 'avg'
10.8005 	EXP 	window1: blendMode = 'avg'
10.8088 	EXP 	window1: blendMode = 'avg'
10.8172 	EXP 	window1: blendMode = 'avg'
10.8255 	EXP 	window1: blendMode = 'avg'
10.8338 	EXP 	window1: blendMode = 'avg'
10.8421 	EXP 	window1: blendMode = 'avg'
10.8505 	EXP 	window1: blendMode = 'avg'
10.8590 	EXP 	window1: blendMode = 'avg'
10.8673 	EXP 	window1: blendMode = 'avg'
10.8755 	EXP 	window1: blendMode = 'avg'
10.8838 	EXP 	window1: blendMode = 'avg'
10.8922 	EXP 	window1: blendMode = 'avg'
10.9005 	EXP 	window1: blendMode = 'avg'
10.9088 	EXP 	window1: blendMode = 'avg'
10.9172 	EXP 	window1: blendMode = 'avg'
10.9255 	EXP 	window1: blendMode = 'avg'
10.9338 	EXP 	window1: blendMode = 'avg'
10.9422 	EXP 	window1: blendMode = 'avg'
10.9505 	EXP 	window1: blendMode = 'avg'
10.9589 	EXP 	window1: blendMode = 'avg'
10.9672 	EXP 	window1: blendMode = 'avg'
10.9756 	EXP 	window1: blendMode = 'avg'
10.9838 	EXP 	window1: blendMode = 'avg'
10.9921 	EXP 	window1: blendMode = 'avg'
11.0005 	EXP 	window1: blendMode = 'avg'
11.0088 	EXP 	window1: blendMode = 'avg'
11.0172 	EXP 	window1: blendMode = 'avg'
11.0255 	EXP 	window1: blendMode = 'avg'
11.0338 	EXP 	window1: blendMode = 'avg'
11.0422 	EXP 	window1: blendMode = 'avg'
11.0506 	EXP 	window1: blendMode = 'avg'
11.0589 	EXP 	window1: blendMode = 'avg'
11.0672 	EXP 	window1: blendMode = 'avg'
11.0755 	EXP 	window1: blendMode = 'avg'
11.0838 	EXP 	window1: blendMode = 'avg'
11.0922 	EXP 	window1: blendMode = 'avg'
11.1005 	EXP 	window1: blendMode = 'avg'
11.1089 	EXP 	window1: blendMode = 'avg'
11.1172 	EXP 	window1: blendMode = 'avg'
11.1256 	EXP 	window1: blendMode = 'avg'
11.1339 	EXP 	window1: blendMode = 'avg'
11.1422 	EXP 	window1: blendMode = 'avg'
11.1505 	EXP 	window1: blendMode = 'avg'
11.1589 	EXP 	window1: blendMode = 'avg'
11.1672 	EXP 	window1: blendMode = 'avg'
11.1755 	EXP 	window1: blendMode = 'avg'
11.1839 	EXP 	window1: blendMode = 'avg'
11.1922 	EXP 	window1: blendMode = 'avg'
11.2005 	EXP 	window1: blendMode = 'avg'
11.2089 	EXP 	window1: blendMode = 'avg'
11.2172 	EXP 	window1: blendMode = 'avg'
11.2255 	EXP 	window1: blendMode = 'avg'
11.2339 	EXP 	window1: blendMode = 'avg'
11.2422 	EXP 	window1: blendMode = 'avg'
11.2507 	EXP 	window1: blendMode = 'avg'
11.2589 	EXP 	window1: blendMode = 'avg'
11.2673 	EXP 	window1: blendMode = 'avg'
11.2756 	EXP 	window1: blendMode = 'avg'
11.2839 	EXP 	window1: blendMode = 'avg'
11.2923 	EXP 	window1: blendMode = 'avg'
11.3005 	EXP 	window1: blendMode = 'avg'
11.3089 	EXP 	window1: blendMode = 'avg'
11.3173 	EXP 	window1: blendMode = 'avg'
11.3256 	EXP 	window1: blendMode = 'avg'
11.3339 	EXP 	window1: blendMode = 'avg'
11.3422 	EXP 	window1: blendMode = 'avg'
11.3507 	EXP 	window1: blendMode = 'avg'
11.3589 	EXP 	window1: blendMode = 'avg'
11.3674 	EXP 	window1: blendMode = 'avg'
11.3756 	EXP 	window1: blendMode = 'avg'
11.3840 	EXP 	window1: blendMode = 'avg'
11.3923 	EXP 	window1: blendMode = 'avg'
11.4006 	EXP 	window1: blendMode = 'avg'
11.4089 	EXP 	window1: blendMode = 'avg'
11.4173 	EXP 	window1: blendMode = 'avg'
11.4256 	EXP 	window1: blendMode = 'avg'
11.4339 	EXP 	window1: blendMode = 'avg'
11.4423 	EXP 	window1: blendMode = 'avg'
11.4506 	EXP 	window1: blendMode = 'avg'
11.4589 	EXP 	window1: blendMode = 'avg'
11.4672 	EXP 	window1: blendMode = 'avg'
11.4756 	EXP 	window1: blendMode = 'avg'
11.4840 	EXP 	window1: blendMode = 'avg'
11.4923 	EXP 	window1: blendMode = 'avg'
11.5006 	EXP 	window1: blendMode = 'avg'
11.5089 	EXP 	window1: blendMode = 'avg'
11.5173 	EXP 	window1: blendMode = 'avg'
11.5256 	EXP 	window1: blendMode = 'avg'
11.5339 	EXP 	window1: blendMode = 'avg'
11.5423 	EXP 	window1: blendMode = 'avg'
11.5506 	EXP 	window1: blendMode = 'avg'
11.5589 	EXP 	window1: blendMode = 'avg'
11.5672 	EXP 	window1: blendMode = 'avg'
11.5756 	EXP 	window1: blendMode = 'avg'
11.5839 	EXP 	window1: blendMode = 'avg'
11.5922 	EXP 	window1: blendMode = 'avg'
11.6007 	EXP 	window1: blendMode = 'avg'
11.6089 	EXP 	window1: blendMode = 'avg'
11.6173 	EXP 	window1: blendMode = 'avg'
11.6256 	EXP 	window1: blendMode = 'avg'
11.6340 	EXP 	window1: blendMode = 'avg'
11.6423 	EXP 	window1: blendMode = 'avg'
11.6506 	EXP 	window1: blendMode = 'avg'
11.6589 	EXP 	window1: blendMode = 'avg'
11.6676 	EXP 	window1: blendMode = 'avg'
11.6757 	EXP 	window1: blendMode = 'avg'
11.6840 	EXP 	window1: blendMode = 'avg'
11.6923 	EXP 	window1: blendMode = 'avg'
11.7006 	EXP 	window1: blendMode = 'avg'
