soundFile,trialnum,condition,word,location,repetition
3A.wav,481,S,1,1,41
3B.wav,482,S,1,2,41
3C.wav,483,S,1,3,41
2A.wav,484,S,4,1,41
2B.wav,485,S,4,2,41
2C.wav,486,S,4,3,41
1A.wav,487,S,2,1,41
1B.wav,488,S,2,2,41
1C.wav,489,S,2,3,41
4A.wav,490,S,3,1,41
4B.wav,491,S,3,2,41
4C.wav,492,S,3,3,41
2A.wav,493,S,4,1,42
2B.wav,494,S,4,2,42
2C.wav,495,S,4,3,42
3A.wav,496,S,1,1,42
3B.wav,497,S,1,2,42
3C.wav,498,S,1,3,42
1A.wav,499,S,2,1,42
1B.wav,500,S,2,2,42
1C.wav,501,S,2,3,42
4A.wav,502,S,3,1,42
4B.wav,503,S,3,2,42
4C.wav,504,S,3,3,42
3A.wav,505,S,1,1,43
3B.wav,506,S,1,2,43
3C.wav,507,S,1,3,43
4A.wav,508,S,3,1,43
4B.wav,509,S,3,2,43
4C.wav,510,S,3,3,43
2A.wav,511,S,4,1,43
2B.wav,512,S,4,2,43
2C.wav,513,S,4,3,43
1A.wav,514,S,2,1,43
1B.wav,515,S,2,2,43
1C.wav,516,S,2,3,43
2A.wav,517,S,4,1,44
2B.wav,518,S,4,2,44
2C.wav,519,S,4,3,44
4A.wav,520,S,3,1,44
4B.wav,521,S,3,2,44
4C.wav,522,S,3,3,44
3A.wav,523,S,1,1,44
3B.wav,524,S,1,2,44
3C.wav,525,S,1,3,44
1A.wav,526,S,2,1,44
1B.wav,527,S,2,2,44
1C.wav,528,S,2,3,44
2A.wav,529,S,4,1,45
2B.wav,530,S,4,2,45
2C.wav,531,S,4,3,45
3A.wav,532,S,1,1,45
3B.wav,533,S,1,2,45
3C.wav,534,S,1,3,45
4A.wav,535,S,3,1,45
4B.wav,536,S,3,2,45
4C.wav,537,S,3,3,45
2A.wav,538,S,4,1,46
2B.wav,539,S,4,2,46
2C.wav,540,S,4,3,46
3A.wav,541,S,1,1,46
3B.wav,542,S,1,2,46
3C.wav,543,S,1,3,46
4A.wav,544,S,3,1,46
4B.wav,545,S,3,2,46
4C.wav,546,S,3,3,46
1A.wav,547,S,2,1,45
1B.wav,548,S,2,2,45
1C.wav,549,S,2,3,45
2A.wav,550,S,4,1,47
2B.wav,551,S,4,2,47
2C.wav,552,S,4,3,47
1A.wav,553,S,2,1,46
1B.wav,554,S,2,2,46
1C.wav,555,S,2,3,46
4A.wav,556,S,3,1,47
4B.wav,557,S,3,2,47
4C.wav,558,S,3,3,47
3A.wav,559,S,1,1,47
3B.wav,560,S,1,2,47
3C.wav,561,S,1,3,47
1A.wav,562,S,2,1,47
1B.wav,563,S,2,2,47
1C.wav,564,S,2,3,47
4A.wav,565,S,3,1,48
4B.wav,566,S,3,2,48
4C.wav,567,S,3,3,48
2A.wav,568,S,4,1,48
2B.wav,569,S,4,2,48
2C.wav,570,S,4,3,48
3A.wav,571,S,1,1,48
3B.wav,572,S,1,2,48
3C.wav,573,S,1,3,48
1A.wav,574,S,2,1,48
1B.wav,575,S,2,2,48
1C.wav,576,S,2,3,48
