soundFile,trialnum,condition,word,location,repetition
pi.wav,481,S,1,1,41
tu.wav,482,S,1,2,41
bi.wav,483,S,1,3,41
bu.wav,484,S,4,1,41
pa.wav,485,S,4,2,41
da.wav,486,S,4,3,41
di.wav,487,S,2,1,41
ba.wav,488,S,2,2,41
pu.wav,489,S,2,3,41
ta.wav,490,S,3,1,41
ti.wav,491,S,3,2,41
du.wav,492,S,3,3,41
bu.wav,493,S,4,1,42
pa.wav,494,S,4,2,42
da.wav,495,S,4,3,42
pi.wav,496,S,1,1,42
tu.wav,497,S,1,2,42
bi.wav,498,S,1,3,42
di.wav,499,S,2,1,42
ba.wav,500,S,2,2,42
pu.wav,501,S,2,3,42
ta.wav,502,S,3,1,42
ti.wav,503,S,3,2,42
du.wav,504,S,3,3,42
pi.wav,505,S,1,1,43
tu.wav,506,S,1,2,43
bi.wav,507,S,1,3,43
ta.wav,508,S,3,1,43
ti.wav,509,S,3,2,43
du.wav,510,S,3,3,43
bu.wav,511,S,4,1,43
pa.wav,512,S,4,2,43
da.wav,513,S,4,3,43
di.wav,514,S,2,1,43
ba.wav,515,S,2,2,43
pu.wav,516,S,2,3,43
bu.wav,517,S,4,1,44
pa.wav,518,S,4,2,44
da.wav,519,S,4,3,44
ta.wav,520,S,3,1,44
ti.wav,521,S,3,2,44
du.wav,522,S,3,3,44
pi.wav,523,S,1,1,44
tu.wav,524,S,1,2,44
bi.wav,525,S,1,3,44
di.wav,526,S,2,1,44
ba.wav,527,S,2,2,44
pu.wav,528,S,2,3,44
bu.wav,529,S,4,1,45
pa.wav,530,S,4,2,45
da.wav,531,S,4,3,45
pi.wav,532,S,1,1,45
tu.wav,533,S,1,2,45
bi.wav,534,S,1,3,45
ta.wav,535,S,3,1,45
ti.wav,536,S,3,2,45
du.wav,537,S,3,3,45
bu.wav,538,S,4,1,46
pa.wav,539,S,4,2,46
da.wav,540,S,4,3,46
pi.wav,541,S,1,1,46
tu.wav,542,S,1,2,46
bi.wav,543,S,1,3,46
ta.wav,544,S,3,1,46
ti.wav,545,S,3,2,46
du.wav,546,S,3,3,46
di.wav,547,S,2,1,45
ba.wav,548,S,2,2,45
pu.wav,549,S,2,3,45
bu.wav,550,S,4,1,47
pa.wav,551,S,4,2,47
da.wav,552,S,4,3,47
di.wav,553,S,2,1,46
ba.wav,554,S,2,2,46
pu.wav,555,S,2,3,46
ta.wav,556,S,3,1,47
ti.wav,557,S,3,2,47
du.wav,558,S,3,3,47
pi.wav,559,S,1,1,47
tu.wav,560,S,1,2,47
bi.wav,561,S,1,3,47
di.wav,562,S,2,1,47
ba.wav,563,S,2,2,47
pu.wav,564,S,2,3,47
ta.wav,565,S,3,1,48
ti.wav,566,S,3,2,48
du.wav,567,S,3,3,48
bu.wav,568,S,4,1,48
pa.wav,569,S,4,2,48
da.wav,570,S,4,3,48
pi.wav,571,S,1,1,48
tu.wav,572,S,1,2,48
bi.wav,573,S,1,3,48
di.wav,574,S,2,1,48
ba.wav,575,S,2,2,48
pu.wav,576,S,2,3,48
