10.9895 	WARNING 	User requested fullscreen with size [1366  768], but screen is actually [1920, 1080]. Using actual size
12.0969 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='white', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x193BDB90>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.0969 	EXP 	window1: recordFrameIntervals = False
12.1801 	EXP 	window1: recordFrameIntervals = True
12.2493 	WARNING 	t of last frame was 10.88ms (=1/91)
12.2743 	WARNING 	t of last frame was 10.92ms (=1/91)
12.3552 	EXP 	window1: recordFrameIntervals = False
13.1604 	EXP 	Set  sound=C
13.1901 	EXP 	Set  sound=A
13.1901 	EXP 	Sound  set volume 1.000
13.2125 	EXP 	Created alien = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='AlienTrumpet.png', interpolate=True, mask=None, maskParams=None, name='alien', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.41666667,  1.02407407]), texRes=128, units=u'norm', win=Window(...))
13.3006 	EXP 	Created instr7_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr7_text', opacity=1.0, ori=0, pos=array([-0.3,  0. ]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
13.3063 	EXP 	Created instr7_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'Alien11.BMP', interpolate=True, mask=None, maskParams=None, name='instr7_image', opacity=1.0, ori=0.0, pos=array([ 0.5,  0. ]), size=array([ 0.3375    ,  0.34444444]), texRes=128, units=u'norm', win=Window(...))
13.3118 	EXP 	Set  sound=reminder_da.wav
13.3119 	EXP 	Sound  set volume 1.000
13.3175 	EXP 	Created treminder_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='treminder_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Now press space when you hear this!', units=u'norm', win=Window(...), wrapWidth=1)
13.3230 	EXP 	Set  sound=reminder_1C.wav
13.3230 	EXP 	Sound  set volume 1.000
13.3257 	EXP 	Created TA_first = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='TA_first', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
13.3526 	EXP 	Set  sound=A
13.3526 	EXP 	Sound  set volume 1.000
13.3578 	EXP 	Created fam_trials_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'Alien11.BMP', interpolate=True, mask=None, maskParams=None, name='fam_trials_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3375    ,  0.34444444]), texRes=128, units=u'norm', win=Window(...))
13.3584 	EXP 	window1: blendMode = 'avg'
13.3839 	EXP 	instr7_text: autoDraw = True
13.3839 	EXP 	instr7_image: autoDraw = True
13.3842 	EXP 	window1: blendMode = 'avg'
13.3862 	EXP 	window1: blendMode = 'avg'
13.3889 	EXP 	window1: blendMode = 'avg'
13.4001 	EXP 	window1: blendMode = 'avg'
13.4055 	EXP 	window1: blendMode = 'avg'
13.4139 	EXP 	window1: blendMode = 'avg'
13.4222 	EXP 	window1: blendMode = 'avg'
13.4305 	EXP 	window1: blendMode = 'avg'
13.4389 	EXP 	window1: blendMode = 'avg'
13.4472 	EXP 	window1: blendMode = 'avg'
13.4557 	EXP 	window1: blendMode = 'avg'
13.4638 	EXP 	window1: blendMode = 'avg'
13.4722 	EXP 	window1: blendMode = 'avg'
13.4805 	EXP 	window1: blendMode = 'avg'
13.4889 	EXP 	window1: blendMode = 'avg'
13.4973 	EXP 	window1: blendMode = 'avg'
13.5056 	EXP 	window1: blendMode = 'avg'
13.5139 	EXP 	window1: blendMode = 'avg'
13.5222 	EXP 	window1: blendMode = 'avg'
13.5305 	EXP 	window1: blendMode = 'avg'
13.5389 	EXP 	window1: blendMode = 'avg'
