"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","view_history"
"6516","alien.jpg","49","image-keyboard-response","0","6519","0.0-0.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","1","7057","0.0-1.0-0.0","",""
"null","sound/msl/frog.wav","null","audio-keyboard-response","2","7567","0.0-1.0-1.0","",""
"null","sound/msl/ding.wav","null","audio-keyboard-response","3","8076","0.0-1.0-2.0","",""
"null","sound/msl/bird.wav","null","audio-keyboard-response","4","8588","0.0-1.0-3.0","",""
"null","sound/msl/boing.wav","null","audio-keyboard-response","5","9086","0.0-1.0-4.0","",""
"null","sound/msl/clock.wav","null","audio-keyboard-response","6","9636","0.0-1.0-5.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","7","10135","0.0-1.0-6.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","8","10647","0.0-1.0-7.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","9","11156","0.0-1.0-8.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","10","11656","0.0-1.0-9.0","",""
"null","sound/msl/door_bell.wav","null","audio-keyboard-response","11","12166","0.0-1.0-10.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","12","12666","0.0-1.0-11.0","",""
"null","sound/msl/bird.wav","null","audio-keyboard-response","13","13176","0.0-1.0-12.0","",""
"null","sound/msl/boing.wav","null","audio-keyboard-response","14","13677","0.0-1.0-13.0","",""
"null","sound/msl/clock.wav","null","audio-keyboard-response","15","14226","0.0-1.0-14.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","16","14756","0.0-1.0-15.0","",""
"null","sound/msl/frog.wav","null","audio-keyboard-response","17","15266","0.0-1.0-16.0","",""
"null","sound/msl/ding.wav","null","audio-keyboard-response","18","15766","0.0-1.0-17.0","",""
"null","sound/msl/Water.wav","null","audio-keyboard-response","19","16276","0.0-1.0-18.0","",""
"null","sound/msl/door.wav","null","audio-keyboard-response","20","16777","0.0-1.0-19.0","",""
"null","sound/msl/organ.wav","null","audio-keyboard-response","21","17277","0.0-1.0-20.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","22","17787","0.0-1.0-21.0","",""
"null","sound/msl/door_bell.wav","null","audio-keyboard-response","23","18297","0.0-1.0-22.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","24","18797","0.0-1.0-23.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","25","19297","0.0-1.0-24.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","26","19806","0.0-1.0-25.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","27","20317","0.0-1.0-26.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","28","20846","0.0-1.0-27.0","",""
"null","sound/msl/frog.wav","null","audio-keyboard-response","29","21356","0.0-1.0-28.0","",""
"null","sound/msl/ding.wav","null","audio-keyboard-response","30","21867","0.0-1.0-29.0","",""
"null","sound/msl/bird.wav","null","audio-keyboard-response","31","22366","0.0-1.0-30.0","",""
"null","sound/msl/boing.wav","null","audio-keyboard-response","32","22866","0.0-1.0-31.0","",""
"null","sound/msl/clock.wav","null","audio-keyboard-response","33","23417","0.0-1.0-32.0","",""
"null","sound/msl/Water.wav","null","audio-keyboard-response","34","23927","0.0-1.0-33.0","",""
"null","sound/msl/door.wav","null","audio-keyboard-response","35","24427","0.0-1.0-34.0","",""
"null","sound/msl/organ.wav","null","audio-keyboard-response","36","24926","0.0-1.0-35.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","37","25427","0.0-1.0-36.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","38","25936","0.0-1.0-37.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","39","26447","0.0-1.0-38.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","40","26947","0.0-1.0-39.0","",""
"null","sound/msl/door_bell.wav","null","audio-keyboard-response","41","27456","0.0-1.0-40.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","42","27956","0.0-1.0-41.0","",""
"null","sound/msl/Water.wav","null","audio-keyboard-response","43","28466","0.0-1.0-42.0","",""
