"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","view_history"
"7109","alien.jpg","49","image-keyboard-response","0","7113","0.0-0.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","1","7608","0.0-1.0-0.0","",""
"null","sound/msl/boing.wav","null","audio-keyboard-response","2","8108","0.0-1.0-1.0","",""
"null","sound/msl/door.wav","null","audio-keyboard-response","3","8608","0.0-1.0-2.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","4","9112","0.0-1.0-3.0","",""
"null","sound/msl/bird.wav","null","audio-keyboard-response","5","9617","0.0-1.0-4.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","6","10128","0.0-1.0-5.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","7","10627","0.0-1.0-6.0","",""
"null","sound/msl/Water.wav","null","audio-keyboard-response","8","11138","0.0-1.0-7.0","",""
"null","sound/msl/frog.wav","null","audio-keyboard-response","9","11647","0.0-1.0-8.0","",""
"null","sound/msl/door_bell.wav","null","audio-keyboard-response","10","12147","0.0-1.0-9.0","",""
"null","sound/msl/ding.wav","null","audio-keyboard-response","11","12658","0.0-1.0-10.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","12","13157","0.0-1.0-11.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","13","13658","0.0-1.0-12.0","",""
"null","sound/msl/bird.wav","null","audio-keyboard-response","14","14167","0.0-1.0-13.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","15","14668","0.0-1.0-14.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","16","15168","0.0-1.0-15.0","",""
"null","sound/msl/boing.wav","null","audio-keyboard-response","17","15668","0.0-1.0-16.0","",""
"null","sound/msl/door.wav","null","audio-keyboard-response","18","16168","0.0-1.0-17.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","19","16708","0.0-1.0-18.0","",""
"null","sound/msl/organ.wav","null","audio-keyboard-response","20","17207","0.0-1.0-19.0","",""
"null","sound/msl/clock.wav","null","audio-keyboard-response","21","17757","0.0-1.0-20.0","",""
"null","sound/msl/door_bell.wav","null","audio-keyboard-response","22","18257","0.0-1.0-21.0","",""
"null","sound/msl/ding.wav","null","audio-keyboard-response","23","18767","0.0-1.0-22.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","24","19268","0.0-1.0-23.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","25","19778","0.0-1.0-24.0","",""
"null","sound/msl/Water.wav","null","audio-keyboard-response","26","20288","0.0-1.0-25.0","",""
"null","sound/msl/frog.wav","null","audio-keyboard-response","27","20788","0.0-1.0-26.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","28","21288","0.0-1.0-27.0","",""
"null","sound/msl/boing.wav","null","audio-keyboard-response","29","21787","0.0-1.0-28.0","",""
"null","sound/msl/door.wav","null","audio-keyboard-response","30","22288","0.0-1.0-29.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","31","22788","0.0-1.0-30.0","",""
"null","sound/msl/bird.wav","null","audio-keyboard-response","32","23297","0.0-1.0-31.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","33","23808","0.0-1.0-32.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","34","24348","0.0-1.0-33.0","",""
"null","sound/msl/organ.wav","null","audio-keyboard-response","35","24848","0.0-1.0-34.0","",""
"null","sound/msl/clock.wav","null","audio-keyboard-response","36","25397","0.0-1.0-35.0","",""
