"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","view_history"
"11861","alien.jpg","49","image-keyboard-response","0","11863","0.0-0.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","1","12357","0.0-1.0-0.0","",""
"null","sound/msl/ding.wav","null","audio-keyboard-response","2","12867","0.0-1.0-1.0","",""
"null","sound/msl/frog.wav","null","audio-keyboard-response","3","13377","0.0-1.0-2.0","",""
"null","sound/msl/organ.wav","null","audio-keyboard-response","4","13878","0.0-1.0-3.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","5","14387","0.0-1.0-4.0","",""
"null","sound/msl/Water.wav","null","audio-keyboard-response","6","14897","0.0-1.0-5.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","7","15397","0.0-1.0-6.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","8","15937","0.0-1.0-7.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","9","16437","0.0-1.0-8.0","",""
"null","sound/msl/clock.wav","null","audio-keyboard-response","10","16987","0.0-1.0-9.0","",""
"null","sound/msl/boing.wav","null","audio-keyboard-response","11","17487","0.0-1.0-10.0","",""
"null","sound/msl/door.wav","null","audio-keyboard-response","12","17987","0.0-1.0-11.0","",""
"null","sound/msl/organ.wav","null","audio-keyboard-response","13","18487","0.0-1.0-12.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","14","18987","0.0-1.0-13.0","",""
"null","sound/msl/Water.wav","null","audio-keyboard-response","15","19497","0.0-1.0-14.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","16","19997","0.0-1.0-15.0","",""
"null","sound/msl/ding.wav","null","audio-keyboard-response","17","20507","0.0-1.0-16.0","",""
"null","sound/msl/frog.wav","null","audio-keyboard-response","18","21017","0.0-1.0-17.0","",""
"null","sound/msl/door_bell.wav","null","audio-keyboard-response","19","21518","0.0-1.0-18.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","20","22028","0.0-1.0-19.0","",""
"null","sound/msl/bird.wav","null","audio-keyboard-response","21","22538","0.0-1.0-20.0","",""
"null","sound/msl/clock.wav","null","audio-keyboard-response","22","23088","0.0-1.0-21.0","",""
"null","sound/msl/boing.wav","null","audio-keyboard-response","23","23588","0.0-1.0-22.0","",""
"null","sound/msl/door.wav","null","audio-keyboard-response","24","24088","0.0-1.0-23.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","25","24587","0.0-1.0-24.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","26","25123","0.0-1.0-25.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","27","25623","0.0-1.0-26.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","28","26123","0.0-1.0-27.0","",""
"null","sound/msl/ding.wav","null","audio-keyboard-response","29","26624","0.0-1.0-28.0","",""
"null","sound/msl/frog.wav","null","audio-keyboard-response","30","27133","0.0-1.0-29.0","",""
"null","sound/msl/organ.wav","null","audio-keyboard-response","31","27633","0.0-1.0-30.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","32","28143","0.0-1.0-31.0","",""
"null","sound/msl/Water.wav","null","audio-keyboard-response","33","28654","0.0-1.0-32.0","",""
"null","sound/msl/door_bell.wav","null","audio-keyboard-response","34","29154","0.0-1.0-33.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","35","29664","0.0-1.0-34.0","",""
"null","sound/msl/bird.wav","null","audio-keyboard-response","36","30174","0.0-1.0-35.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","37","30674","0.0-1.0-36.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","38","31214","0.0-1.0-37.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","39","31714","0.0-1.0-38.0","",""
"null","sound/msl/clock.wav","null","audio-keyboard-response","40","32264","0.0-1.0-39.0","",""
"null","sound/msl/boing.wav","null","audio-keyboard-response","41","32763","0.0-1.0-40.0","",""
"null","sound/msl/door.wav","null","audio-keyboard-response","42","33264","0.0-1.0-41.0","",""
"null","sound/msl/door_bell.wav","null","audio-keyboard-response","43","33774","0.0-1.0-42.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","44","34274","0.0-1.0-43.0","",""
"null","sound/msl/bird.wav","null","audio-keyboard-response","45","34784","0.0-1.0-44.0","",""
"null","sound/msl/organ.wav","null","audio-keyboard-response","46","35284","0.0-1.0-45.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","47","35785","0.0-1.0-46.0","",""
"null","sound/msl/Water.wav","null","audio-keyboard-response","48","36294","0.0-1.0-47.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","49","36794","0.0-1.0-48.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","50","37335","0.0-1.0-49.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","51","37834","0.0-1.0-50.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","52","38335","0.0-1.0-51.0","",""
"null","sound/msl/ding.wav","null","audio-keyboard-response","53","38835","0.0-1.0-52.0","",""
"null","sound/msl/frog.wav","null","audio-keyboard-response","54","39345","0.0-1.0-53.0","",""
"null","sound/msl/organ.wav","null","audio-keyboard-response","55","39845","0.0-1.0-54.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","56","40344","0.0-1.0-55.0","",""
"null","sound/msl/Water.wav","null","audio-keyboard-response","57","40855","0.0-1.0-56.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","58","41355","0.0-1.0-57.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","59","41895","0.0-1.0-58.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","60","42395","0.0-1.0-59.0","",""
"null","sound/msl/clock.wav","null","audio-keyboard-response","61","42946","0.0-1.0-60.0","",""
"null","sound/msl/boing.wav","null","audio-keyboard-response","62","43445","0.0-1.0-61.0","",""
"null","sound/msl/door.wav","null","audio-keyboard-response","63","43945","0.0-1.0-62.0","",""
"null","sound/msl/door_bell.wav","null","audio-keyboard-response","64","44456","0.0-1.0-63.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","65","44956","0.0-1.0-64.0","",""
"null","sound/msl/bird.wav","null","audio-keyboard-response","66","45466","0.0-1.0-65.0","",""
"null","sound/msl/organ.wav","null","audio-keyboard-response","67","45966","0.0-1.0-66.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","68","46466","0.0-1.0-67.0","",""
"null","sound/msl/Water.wav","null","audio-keyboard-response","69","46976","0.0-1.0-68.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","70","47475","0.0-1.0-69.0","",""
"null","sound/msl/ding.wav","null","audio-keyboard-response","71","47986","0.0-1.0-70.0","",""
"null","sound/msl/frog.wav","null","audio-keyboard-response","72","48496","0.0-1.0-71.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","73","48997","0.0-1.0-72.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","74","49537","0.0-1.0-73.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","75","50036","0.0-1.0-74.0","",""
"null","sound/msl/clock.wav","null","audio-keyboard-response","76","50586","0.0-1.0-75.0","",""
"null","sound/msl/boing.wav","null","audio-keyboard-response","77","51086","0.0-1.0-76.0","",""
"null","sound/msl/door.wav","null","audio-keyboard-response","78","51587","0.0-1.0-77.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","79","52097","0.0-1.0-78.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","80","52636","0.0-1.0-79.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","81","53137","0.0-1.0-80.0","",""
"null","sound/msl/door_bell.wav","null","audio-keyboard-response","82","53637","0.0-1.0-81.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","83","54146","0.0-1.0-82.0","",""
"null","sound/msl/bird.wav","null","audio-keyboard-response","84","54656","0.0-1.0-83.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","85","55157","0.0-1.0-84.0","",""
"null","sound/msl/ding.wav","null","audio-keyboard-response","86","55667","0.0-1.0-85.0","",""
"null","sound/msl/frog.wav","null","audio-keyboard-response","87","56177","0.0-1.0-86.0","",""
"null","sound/msl/organ.wav","null","audio-keyboard-response","88","56677","0.0-1.0-87.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","89","57187","0.0-1.0-88.0","",""
"null","sound/msl/Water.wav","null","audio-keyboard-response","90","57696","0.0-1.0-89.0","",""
"null","sound/msl/door_bell.wav","null","audio-keyboard-response","91","58197","0.0-1.0-90.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","92","58707","0.0-1.0-91.0","",""
"null","sound/msl/bird.wav","null","audio-keyboard-response","93","59218","0.0-1.0-92.0","",""
"null","sound/msl/clock.wav","null","audio-keyboard-response","94","59767","0.0-1.0-93.0","",""
"null","sound/msl/boing.wav","null","audio-keyboard-response","95","60268","0.0-1.0-94.0","",""
"null","sound/msl/door.wav","null","audio-keyboard-response","96","60767","0.0-1.0-95.0","",""
"null","sound/msl/cow.wav","null","audio-keyboard-response","97","61268","0.0-1.0-96.0","",""
"null","sound/msl/goat.wav","null","audio-keyboard-response","98","61808","0.0-1.0-97.0","",""
"null","sound/msl/slide_whistle.wav","null","audio-keyboard-response","99","62308","0.0-1.0-98.0","",""
"null","sound/msl/organ.wav","null","audio-keyboard-response","100","62808","0.0-1.0-99.0","",""
"null","sound/msl/duck.wav","null","audio-keyboard-response","101","63308","0.0-1.0-100.0","",""
"null","sound/msl/Water.wav","null","audio-keyboard-response","102","63818","0.0-1.0-101.0","",""
"null","sound/msl/door_bell.wav","null","audio-keyboard-response","103","64319","0.0-1.0-102.0","",""
"null","sound/msl/dog.wav","null","audio-keyboard-response","104","64828","0.0-1.0-103.0","",""
"null","sound/msl/bird.wav","null","audio-keyboard-response","105","65338","0.0-1.0-104.0","",""
"null","sound/msl/cat.wav","null","audio-keyboard-response","106","65833","0.0-1.0-105.0","",""
"null","sound/msl/ding.wav","null","audio-keyboard-response","107","66344","0.0-1.0-106.0","",""
