soundFile,word,location,repetition,trialnum,condition,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,fam_trials_loop.thisRepN,fam_trials_loop.thisTrialN,fam_trials_loop.thisN,fam_trials_loop.thisIndex,structured_block_key_resp.keys,structured_block_key_resp.rt,random_block_key_resp.keys,random_block_key_resp.rt,starget,Run,PartID,frameRate,ttarget,expName,date,
1B.wav,2,2,7,86,S,0,13,13,13,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1C.wav,2,3,7,87,S,0,14,14,14,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2A.wav,4,1,8,88,S,0,15,15,15,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2B.wav,4,2,8,89,S,0,16,16,16,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2C.wav,4,3,8,90,S,0,17,17,17,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3A.wav,1,1,9,91,S,0,18,18,18,,,,,3,0.200513308402,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3B.wav,1,2,9,92,S,0,19,19,19,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3C.wav,1,3,9,93,S,0,20,20,20,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
4A.wav,3,1,8,94,S,0,21,21,21,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
4B.wav,3,2,8,95,S,0,22,22,22,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
4C.wav,3,3,8,96,S,0,23,23,23,,,,,3,0.225453951862,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,0,24,24,24,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,0,25,25,25,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,0,26,26,26,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,0,27,27,27,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,0,28,28,28,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,0,29,29,29,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,0,30,30,30,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,0,31,31,31,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,0,32,32,32,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,0,33,33,33,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,0,34,34,34,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,0,35,35,35,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3A.wav,1,1,10,97,S,0,36,36,36,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3B.wav,1,2,10,98,S,0,37,37,37,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3C.wav,1,3,10,99,S,0,38,38,38,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1A.wav,2,1,8,100,S,0,39,39,39,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1B.wav,2,2,8,101,S,0,40,40,40,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1C.wav,2,3,8,102,S,0,41,41,41,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2A.wav,4,1,9,103,S,0,42,42,42,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2B.wav,4,2,9,104,S,0,43,43,43,,,,,3,0.17543641571,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2C.wav,4,3,9,105,S,0,44,44,44,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
4A.wav,3,1,9,106,S,0,45,45,45,,,,,3,0.150345585309,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
4B.wav,3,2,9,107,S,0,46,46,46,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
4C.wav,3,3,9,108,S,0,47,47,47,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1A.wav,2,1,9,109,S,0,48,48,48,,,,,3,0.300402460154,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1B.wav,2,2,9,110,S,0,49,49,49,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1C.wav,2,3,9,111,S,0,50,50,50,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3A.wav,1,1,11,112,S,0,51,51,51,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3B.wav,1,2,11,113,S,0,52,52,52,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3C.wav,1,3,11,114,S,0,53,53,53,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
4A.wav,3,1,10,115,S,0,54,54,54,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
4B.wav,3,2,10,116,S,0,55,55,55,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
4C.wav,3,3,10,117,S,0,56,56,56,,,,,3,0.133851230145,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2A.wav,4,1,10,118,S,0,57,57,57,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2B.wav,4,2,10,119,S,0,58,58,58,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2C.wav,4,3,10,120,S,0,59,59,59,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
bu.wav,0,1,1,73,R,,,,,0,0,0,0,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
pi.wav,0,2,1,74,R,,,,,0,1,1,1,,,3,0.375429475214,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
ba.wav,0,3,1,75,R,,,,,0,2,2,2,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
ti.wav,0,1,1,76,R,,,,,0,3,3,3,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
ba.wav,0,2,1,77,R,,,,,0,4,4,4,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
di.wav,0,3,1,78,R,,,,,0,5,5,5,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
tu.wav,0,1,1,79,R,,,,,0,6,6,6,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
ta.wav,0,2,1,80,R,,,,,0,7,7,7,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
bu.wav,0,3,1,81,R,,,,,0,8,8,8,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
du.wav,0,1,1,82,R,,,,,0,9,9,9,,,3,0.358699315693,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
bi.wav,0,2,1,83,R,,,,,0,10,10,10,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
pi.wav,0,3,1,84,R,,,,,0,11,11,11,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
du.wav,0,1,1,85,R,,,,,0,12,12,12,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
pu.wav,0,2,1,86,R,,,,,0,13,13,13,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
ta.wav,0,3,1,87,R,,,,,0,14,14,14,,,3,0.275419719052,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
da.wav,0,1,1,88,R,,,,,0,15,15,15,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
pu.wav,0,2,1,89,R,,,,,0,16,16,16,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
ti.wav,0,3,1,90,R,,,,,0,17,17,17,,,3,0.306291025598,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
pa.wav,0,1,1,91,R,,,,,0,18,18,18,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
pa.wav,0,2,1,92,R,,,,,0,19,19,19,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
bi.wav,0,3,1,93,R,,,,,0,20,20,20,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
tu.wav,0,1,1,94,R,,,,,0,21,21,21,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
di.wav,0,2,1,95,R,,,,,0,22,22,22,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
da.wav,0,3,1,96,R,,,,,0,23,23,23,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
ba.wav,0,1,1,97,R,,,,,0,24,24,24,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
bu.wav,0,2,1,98,R,,,,,0,25,25,25,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
tu.wav,0,3,1,99,R,,,,,0,26,26,26,,,3,0.258732794784,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
du.wav,0,1,1,100,R,,,,,0,27,27,27,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
bu.wav,0,2,1,101,R,,,,,0,28,28,28,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
di.wav,0,3,1,102,R,,,,,0,29,29,29,,,3,0.350365951657,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
ti.wav,0,1,1,103,R,,,,,0,30,30,30,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
di.wav,0,2,1,104,R,,,,,0,31,31,31,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
da.wav,0,3,1,105,R,,,,,0,32,32,32,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
da.wav,0,1,1,106,R,,,,,0,33,33,33,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
pi.wav,0,2,1,107,R,,,,,0,34,34,34,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
tu.wav,0,3,1,108,R,,,,,0,35,35,35,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
pa.wav,0,1,1,109,R,,,,,0,36,36,36,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
ta.wav,0,2,1,110,R,,,,,0,37,37,37,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
ba.wav,0,3,1,111,R,,,,,0,38,38,38,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
pu.wav,0,1,1,112,R,,,,,0,39,39,39,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
bi.wav,0,2,1,113,R,,,,,0,40,40,40,,,3,0.27556905197,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
ti.wav,0,3,1,114,R,,,,,0,41,41,41,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
pi.wav,0,1,1,115,R,,,,,0,42,42,42,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
du.wav,0,2,1,116,R,,,,,0,43,43,43,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
ta.wav,0,3,1,117,R,,,,,0,44,44,44,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
pa.wav,0,1,1,118,R,,,,,0,45,45,45,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
pu.wav,0,2,1,119,R,,,,,0,46,46,46,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
bi.wav,0,3,1,120,R,,,,,0,47,47,47,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,,,,,0,48,48,48,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,,,,,0,49,49,49,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,,,,,0,50,50,50,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,,,,,0,51,51,51,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,,,,,0,52,52,52,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,,,,,0,53,53,53,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,,,,,0,54,54,54,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,,,,,0,55,55,55,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,,,,,0,56,56,56,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,,,,,0,57,57,57,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,,,,,0,58,58,58,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,,,,,0,59,59,59,,,None,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1A.wav,2,1,10,121,S,0,0,0,0,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1B.wav,2,2,10,122,S,0,1,1,1,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1C.wav,2,3,10,123,S,0,2,2,2,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3A.wav,1,1,12,124,S,0,3,3,3,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3B.wav,1,2,12,125,S,0,4,4,4,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3C.wav,1,3,12,126,S,0,5,5,5,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1A.wav,2,1,11,127,S,0,6,6,6,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1B.wav,2,2,11,128,S,0,7,7,7,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1C.wav,2,3,11,129,S,0,8,8,8,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2A.wav,4,1,11,130,S,0,9,9,9,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2B.wav,4,2,11,131,S,0,10,10,10,,,,,3,0.175469411537,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2C.wav,4,3,11,132,S,0,11,11,11,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
4A.wav,3,1,11,133,S,0,12,12,12,,,,,3,0.150341887958,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
4B.wav,3,2,11,134,S,0,13,13,13,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
4C.wav,3,3,11,135,S,0,14,14,14,,,,,3,0.275426829699,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2A.wav,4,1,12,136,S,0,15,15,15,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2B.wav,4,2,12,137,S,0,16,16,16,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2C.wav,4,3,12,138,S,0,17,17,17,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
4A.wav,3,1,12,139,S,0,18,18,18,,,,,3,0.0618216893636,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
4B.wav,3,2,12,140,S,0,19,19,19,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
4C.wav,3,3,12,141,S,0,20,20,20,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1A.wav,2,1,12,142,S,0,21,21,21,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1B.wav,2,2,12,143,S,0,22,22,22,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1C.wav,2,3,12,144,S,0,23,23,23,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3A.wav,1,1,13,145,S,0,24,24,24,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3B.wav,1,2,13,146,S,0,25,25,25,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3C.wav,1,3,13,147,S,0,26,26,26,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
4A.wav,3,1,13,148,S,0,27,27,27,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
4B.wav,3,2,13,149,S,0,28,28,28,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
4C.wav,3,3,13,150,S,0,29,29,29,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3A.wav,1,1,14,151,S,0,30,30,30,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3B.wav,1,2,14,152,S,0,31,31,31,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3C.wav,1,3,14,153,S,0,32,32,32,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2A.wav,4,1,13,154,S,0,33,33,33,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2B.wav,4,2,13,155,S,0,34,34,34,,,,,3,0.21703070309,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2C.wav,4,3,13,156,S,0,35,35,35,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1A.wav,2,1,13,157,S,0,36,36,36,,,,,3,0.325381219387,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1B.wav,2,2,13,158,S,0,37,37,37,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1C.wav,2,3,13,159,S,0,38,38,38,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3A.wav,1,1,15,160,S,0,39,39,39,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3B.wav,1,2,15,161,S,0,40,40,40,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
3C.wav,1,3,15,162,S,0,41,41,41,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2A.wav,4,1,14,163,S,0,42,42,42,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2B.wav,4,2,14,164,S,0,43,43,43,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
2C.wav,4,3,14,165,S,0,44,44,44,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1A.wav,2,1,14,166,S,0,45,45,45,,,,,3,0.300373731181,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1B.wav,2,2,14,167,S,0,46,46,46,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
1C.wav,2,3,14,168,S,0,47,47,47,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
silence.wav,0,0,0,0,B,0,48,48,48,,,,,None,,,,pu,4,f002,119.979899317,2C,auditory,2018_Jan_12_1420,
