9.8251 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=u'grey', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1FA43C90>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.9862 	EXP 	Created l_block_trial_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='l_block_trial_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
11.0326 	EXP 	Created l_block_trial_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blanka.png', interpolate=True, mask=None, maskParams=None, name='l_block_trial_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5       ,  1.07407407]), texRes=128, units=u'norm', win=Window(...))
11.0344 	EXP 	Created v_block_trial_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='v_block_trial_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
11.0384 	EXP 	Created blank_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'blank.PNG', interpolate=True, mask=None, maskParams=None, name='blank_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
11.0473 	EXP 	Set  sound=lsl_instr6.wav
11.0473 	EXP 	Sound  set volume 1.000
11.0616 	EXP 	Created instr6_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr6_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
11.0673 	EXP 	Set  sound=lsl_instr7.wav
11.0674 	EXP 	Sound  set volume 1.000
11.0805 	EXP 	Created instr7_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr7_text', opacity=1.0, ori=0, pos=array([ 0. ,  0.3]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
11.0996 	EXP 	Created instr7_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'line_of_letters.png', interpolate=True, mask=None, maskParams=None, name='instr7_image', opacity=1.0, ori=0.0, pos=array([ 0. , -0.8]), size=array([ 1.315625  ,  0.31481481]), texRes=128, units=u'norm', win=Window(...))
11.1057 	EXP 	Set  sound=lsl_instr8.wav
11.1057 	EXP 	Sound  set volume 1.000
11.1184 	EXP 	Created instr8_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr8_text', opacity=1.0, ori=0, pos=array([ 0. ,  0.3]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
11.1373 	EXP 	Created instr8_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'line_of_letters.png', interpolate=True, mask=None, maskParams=None, name='instr8_image', opacity=1.0, ori=0.0, pos=array([ 0. , -0.8]), size=array([ 1.315625  ,  0.31481481]), texRes=128, units=u'norm', win=Window(...))
11.1417 	EXP 	Set  sound=lsl_instr9.wav
11.1417 	EXP 	Sound  set volume 1.000
11.1477 	EXP 	Created instr9_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr9_text', opacity=1.0, ori=0, pos=array([ 0. ,  0.3]), rgb=array([ 0.,  0.,  0.]), text=u'Some signs never went together.', units=u'norm', win=Window(...), wrapWidth=1)
11.1927 	EXP 	Created instr9_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'line_of_letters.png', interpolate=True, mask=None, maskParams=None, name='instr9_image', opacity=1.0, ori=0.0, pos=array([ 0. , -0.8]), size=array([ 1.315625  ,  0.31481481]), texRes=128, units=u'norm', win=Window(...))
11.2002 	EXP 	Set  sound=lsl_instr10.wav
11.2002 	EXP 	Sound  set volume 1.000
11.2158 	EXP 	Created instr10_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr10_text', opacity=1.0, ori=0, pos=array([ 0. ,  0.3]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
11.2346 	EXP 	Created instr10_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'line_of_letters.png', interpolate=True, mask=None, maskParams=None, name='instr10_image', opacity=1.0, ori=0.0, pos=array([ 0. , -0.8]), size=array([ 1.315625  ,  0.31481481]), texRes=128, units=u'norm', win=Window(...))
11.2431 	EXP 	Set  sound=lsl_instr11.wav
11.2431 	EXP 	Sound  set volume 1.000
11.2593 	EXP 	Created instr11_text1 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr11_text1', opacity=1.0, ori=0, pos=array([ 0. ,  0.8]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
11.2668 	EXP 	Created instr11_image1 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'good_triplet.png', interpolate=True, mask=None, maskParams=None, name='instr11_image1', opacity=1.0, ori=0.0, pos=array([ 0.  ,  0.35]), size=array([ 0.44895833,  0.32222222]), texRes=128, units=u'norm', win=Window(...))
11.2746 	EXP 	Created instr11_text2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr11_text2', opacity=1.0, ori=0, pos=array([ 0.  ,  0.05]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
11.2828 	EXP 	Created instr11_image2 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image=u'bad_triplet.png', interpolate=True, mask=None, maskParams=None, name='instr11_image2', opacity=1.0, ori=0.0, pos=array([ 0.  , -0.35]), size=array([ 0.44895833,  0.32222222]), texRes=128, units=u'norm', win=Window(...))
11.3026 	EXP 	Created instr11_image3 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image=u'line_of_letters.png', interpolate=True, mask=None, maskParams=None, name='instr11_image3', opacity=1.0, ori=0.0, pos=array([ 0. , -0.8]), size=array([ 1.315625  ,  0.31481481]), texRes=128, units=u'norm', win=Window(...))
11.3233 	EXP 	Set  sound=lsl_instr12.wav
11.3233 	EXP 	Sound  set volume 1.000
11.3641 	EXP 	Created instr12_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr12_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
11.3659 	EXP 	Created test1_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test1_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
11.3701 	EXP 	Created test1_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test1_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
11.3717 	EXP 	Created test2_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test2_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
11.3757 	EXP 	Created test2_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test2_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
11.3772 	EXP 	Created test3_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test3_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
11.3810 	EXP 	Created test3_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test3_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
11.3849 	EXP 	Created triplet_pause_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=u'white.png', interpolate=True, mask=None, maskParams=None, name='triplet_pause_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
11.3872 	EXP 	Created test4_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test4_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
11.3913 	EXP 	Created test4_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test4_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
11.3929 	EXP 	Created test5_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test5_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
11.3968 	EXP 	Created test5_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test5_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
11.3983 	EXP 	Created test6_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test6_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
11.4021 	EXP 	Created test6_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test6_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
11.4119 	EXP 	Created question_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='question_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
11.4136 	EXP 	Created blank_block_trial_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='blank_block_trial_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
11.4142 	EXP 	window1: blendMode = 'avg'
11.4417 	EXP 	start_text: autoDraw = True
11.4420 	EXP 	window1: blendMode = 'avg'
11.4447 	EXP 	window1: blendMode = 'avg'
11.4505 	EXP 	window1: blendMode = 'avg'
11.4588 	EXP 	window1: blendMode = 'avg'
11.4708 	EXP 	window1: blendMode = 'avg'
11.4753 	EXP 	window1: blendMode = 'avg'
11.4837 	EXP 	window1: blendMode = 'avg'
11.4921 	EXP 	window1: blendMode = 'avg'
11.5004 	EXP 	window1: blendMode = 'avg'
11.5087 	EXP 	window1: blendMode = 'avg'
11.5170 	EXP 	window1: blendMode = 'avg'
11.5254 	EXP 	window1: blendMode = 'avg'
11.5338 	EXP 	window1: blendMode = 'avg'
11.5421 	EXP 	window1: blendMode = 'avg'
11.5504 	EXP 	window1: blendMode = 'avg'
11.5587 	EXP 	window1: blendMode = 'avg'
11.5671 	EXP 	window1: blendMode = 'avg'
11.5754 	EXP 	window1: blendMode = 'avg'
11.5837 	EXP 	window1: blendMode = 'avg'
11.5921 	EXP 	window1: blendMode = 'avg'
11.6004 	EXP 	window1: blendMode = 'avg'
11.6087 	EXP 	window1: blendMode = 'avg'
11.6171 	EXP 	window1: blendMode = 'avg'
11.6255 	EXP 	window1: blendMode = 'avg'
11.6365 	EXP 	window1: blendMode = 'avg'
11.6419 	EXP 	window1: blendMode = 'avg'
11.6502 	EXP 	window1: blendMode = 'avg'
11.6586 	EXP 	window1: blendMode = 'avg'
11.6670 	EXP 	window1: blendMode = 'avg'
11.6752 	EXP 	window1: blendMode = 'avg'
11.6835 	EXP 	window1: blendMode = 'avg'
11.6918 	EXP 	window1: blendMode = 'avg'
11.7002 	EXP 	window1: blendMode = 'avg'
11.7085 	EXP 	window1: blendMode = 'avg'
11.7169 	EXP 	window1: blendMode = 'avg'
11.7252 	EXP 	window1: blendMode = 'avg'
11.7335 	EXP 	window1: blendMode = 'avg'
11.7419 	EXP 	window1: blendMode = 'avg'
11.7502 	EXP 	window1: blendMode = 'avg'
11.7585 	EXP 	window1: blendMode = 'avg'
11.7669 	EXP 	window1: blendMode = 'avg'
11.7752 	EXP 	window1: blendMode = 'avg'
11.7835 	EXP 	window1: blendMode = 'avg'
11.7919 	EXP 	window1: blendMode = 'avg'
11.8002 	EXP 	window1: blendMode = 'avg'
11.8085 	EXP 	window1: blendMode = 'avg'
11.8169 	EXP 	window1: blendMode = 'avg'
11.8252 	EXP 	window1: blendMode = 'avg'
11.8335 	EXP 	window1: blendMode = 'avg'
11.8420 	EXP 	window1: blendMode = 'avg'
11.8502 	EXP 	window1: blendMode = 'avg'
11.8585 	EXP 	window1: blendMode = 'avg'
11.8669 	EXP 	window1: blendMode = 'avg'
11.8752 	EXP 	window1: blendMode = 'avg'
11.8836 	EXP 	window1: blendMode = 'avg'
11.8919 	EXP 	window1: blendMode = 'avg'
11.9002 	EXP 	window1: blendMode = 'avg'
11.9086 	EXP 	window1: blendMode = 'avg'
11.9169 	EXP 	window1: blendMode = 'avg'
11.9252 	EXP 	window1: blendMode = 'avg'
11.9336 	EXP 	window1: blendMode = 'avg'
11.9419 	EXP 	window1: blendMode = 'avg'
11.9502 	EXP 	window1: blendMode = 'avg'
11.9586 	EXP 	window1: blendMode = 'avg'
11.9669 	EXP 	window1: blendMode = 'avg'
11.9752 	EXP 	window1: blendMode = 'avg'
11.9836 	EXP 	window1: blendMode = 'avg'
11.9919 	EXP 	window1: blendMode = 'avg'
12.0002 	EXP 	window1: blendMode = 'avg'
12.0086 	EXP 	window1: blendMode = 'avg'
12.0169 	EXP 	window1: blendMode = 'avg'
12.0252 	EXP 	window1: blendMode = 'avg'
12.0336 	EXP 	window1: blendMode = 'avg'
12.0419 	EXP 	window1: blendMode = 'avg'
12.0502 	EXP 	window1: blendMode = 'avg'
12.0586 	EXP 	window1: blendMode = 'avg'
12.0669 	EXP 	window1: blendMode = 'avg'
12.0752 	EXP 	window1: blendMode = 'avg'
12.0836 	EXP 	window1: blendMode = 'avg'
12.0919 	EXP 	window1: blendMode = 'avg'
12.1003 	EXP 	window1: blendMode = 'avg'
12.1086 	EXP 	window1: blendMode = 'avg'
12.1170 	EXP 	window1: blendMode = 'avg'
12.1253 	EXP 	window1: blendMode = 'avg'
12.1336 	EXP 	window1: blendMode = 'avg'
12.1420 	EXP 	window1: blendMode = 'avg'
12.1503 	EXP 	window1: blendMode = 'avg'
12.1586 	EXP 	window1: blendMode = 'avg'
12.1671 	EXP 	window1: blendMode = 'avg'
12.1753 	EXP 	window1: blendMode = 'avg'
12.1836 	EXP 	window1: blendMode = 'avg'
12.1920 	EXP 	window1: blendMode = 'avg'
12.2003 	EXP 	window1: blendMode = 'avg'
12.2086 	EXP 	window1: blendMode = 'avg'
12.2171 	EXP 	window1: blendMode = 'avg'
12.2253 	EXP 	window1: blendMode = 'avg'
12.2336 	EXP 	window1: blendMode = 'avg'
12.2420 	EXP 	window1: blendMode = 'avg'
12.2503 	EXP 	window1: blendMode = 'avg'
12.2586 	EXP 	window1: blendMode = 'avg'
12.2670 	EXP 	window1: blendMode = 'avg'
12.2753 	EXP 	window1: blendMode = 'avg'
12.2836 	EXP 	window1: blendMode = 'avg'
12.2920 	EXP 	window1: blendMode = 'avg'
12.3003 	EXP 	window1: blendMode = 'avg'
12.3086 	EXP 	window1: blendMode = 'avg'
12.3170 	EXP 	window1: blendMode = 'avg'
12.3253 	EXP 	window1: blendMode = 'avg'
12.3336 	EXP 	window1: blendMode = 'avg'
12.3420 	EXP 	window1: blendMode = 'avg'
12.3503 	EXP 	window1: blendMode = 'avg'
12.3586 	EXP 	window1: blendMode = 'avg'
12.3670 	EXP 	window1: blendMode = 'avg'
12.3753 	EXP 	window1: blendMode = 'avg'
12.3837 	EXP 	window1: blendMode = 'avg'
12.3920 	EXP 	window1: blendMode = 'avg'
12.4003 	EXP 	window1: blendMode = 'avg'
12.4086 	EXP 	window1: blendMode = 'avg'
12.4170 	EXP 	window1: blendMode = 'avg'
12.4253 	EXP 	window1: blendMode = 'avg'
12.4337 	EXP 	window1: blendMode = 'avg'
12.4420 	EXP 	window1: blendMode = 'avg'
12.4503 	EXP 	window1: blendMode = 'avg'
12.4586 	EXP 	window1: blendMode = 'avg'
12.4671 	EXP 	window1: blendMode = 'avg'
12.4753 	EXP 	window1: blendMode = 'avg'
12.4837 	EXP 	window1: blendMode = 'avg'
12.4920 	EXP 	window1: blendMode = 'avg'
12.5004 	EXP 	window1: blendMode = 'avg'
12.5087 	EXP 	window1: blendMode = 'avg'
12.5170 	EXP 	window1: blendMode = 'avg'
12.5253 	EXP 	window1: blendMode = 'avg'
12.5337 	EXP 	window1: blendMode = 'avg'
12.5420 	EXP 	window1: blendMode = 'avg'
12.5503 	EXP 	window1: blendMode = 'avg'
12.5587 	EXP 	window1: blendMode = 'avg'
12.5670 	EXP 	window1: blendMode = 'avg'
12.5753 	EXP 	window1: blendMode = 'avg'
12.5837 	EXP 	window1: blendMode = 'avg'
12.5920 	EXP 	window1: blendMode = 'avg'
12.6004 	EXP 	window1: blendMode = 'avg'
12.6087 	EXP 	window1: blendMode = 'avg'
12.6170 	EXP 	window1: blendMode = 'avg'
12.6254 	EXP 	window1: blendMode = 'avg'
12.6337 	EXP 	window1: blendMode = 'avg'
12.6420 	EXP 	window1: blendMode = 'avg'
12.6504 	EXP 	window1: blendMode = 'avg'
12.6587 	EXP 	window1: blendMode = 'avg'
12.6672 	EXP 	window1: blendMode = 'avg'
12.6754 	EXP 	window1: blendMode = 'avg'
12.6837 	EXP 	window1: blendMode = 'avg'
12.6920 	EXP 	window1: blendMode = 'avg'
12.7004 	EXP 	window1: blendMode = 'avg'
12.7087 	EXP 	window1: blendMode = 'avg'
12.7170 	EXP 	window1: blendMode = 'avg'
12.7254 	EXP 	window1: blendMode = 'avg'
12.7337 	EXP 	window1: blendMode = 'avg'
12.7420 	EXP 	window1: blendMode = 'avg'
12.7504 	EXP 	window1: blendMode = 'avg'
12.7587 	EXP 	window1: blendMode = 'avg'
12.7671 	EXP 	window1: blendMode = 'avg'
12.7754 	EXP 	window1: blendMode = 'avg'
12.7837 	EXP 	window1: blendMode = 'avg'
12.7921 	EXP 	window1: blendMode = 'avg'
12.8004 	EXP 	window1: blendMode = 'avg'
12.8087 	EXP 	window1: blendMode = 'avg'
12.8171 	EXP 	window1: blendMode = 'avg'
12.8254 	EXP 	window1: blendMode = 'avg'
12.8337 	EXP 	window1: blendMode = 'avg'
12.8421 	EXP 	window1: blendMode = 'avg'
12.8504 	EXP 	window1: blendMode = 'avg'
12.8587 	EXP 	window1: blendMode = 'avg'
12.8671 	EXP 	window1: blendMode = 'avg'
12.8754 	EXP 	window1: blendMode = 'avg'
12.8837 	EXP 	window1: blendMode = 'avg'
12.8921 	EXP 	window1: blendMode = 'avg'
12.9004 	EXP 	window1: blendMode = 'avg'
12.9087 	EXP 	window1: blendMode = 'avg'
12.9171 	EXP 	window1: blendMode = 'avg'
12.9254 	EXP 	window1: blendMode = 'avg'
12.9337 	EXP 	window1: blendMode = 'avg'
12.9421 	EXP 	window1: blendMode = 'avg'
12.9504 	EXP 	window1: blendMode = 'avg'
12.9587 	EXP 	window1: blendMode = 'avg'
12.9671 	EXP 	window1: blendMode = 'avg'
12.9754 	EXP 	window1: blendMode = 'avg'
12.9838 	EXP 	window1: blendMode = 'avg'
12.9921 	EXP 	window1: blendMode = 'avg'
13.0004 	EXP 	window1: blendMode = 'avg'
13.0088 	EXP 	window1: blendMode = 'avg'
13.0172 	EXP 	window1: blendMode = 'avg'
13.0254 	EXP 	window1: blendMode = 'avg'
13.0338 	EXP 	window1: blendMode = 'avg'
13.0421 	EXP 	window1: blendMode = 'avg'
